,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
223,,,,,United Nations,1.0,SVN,2.0,,,,,VIetminh,1.0,Generals Collins,1.0,Embassy,1.0,The Department of Defense,1.0,,,NWD Date,3.0,,,St w 320,2.0,Senate,1.0,,,U.S. Navy,1.0,VNAF,2.0,ROLLING THUNDER 1,1.0,,,The 2d Brigade,1.0,ON ARY PROGRAM,1.0,Light Infantry Brigade,3.0,York Times,1.0,Service,2.0,Special Military Advisor,1.0,Saigons,1.0,Wilson,1.0,The GVN Presidential Election Pre-nomination,1.0,,,,,,,the Senate Committee on Appropriations,1.0,tbe French Foreign Office,1.0,DEPT,1.0,Formosa,10.0,General Trapnells,1.0,Commissariat General,1,Council on Foreign Economic Policy,1.0,GVN-Frcnch,1.0,ELD,1.0,MA,1.0,UN Security Council,1.0,IE,1.0,ROLLING THUNDER,1.0,the Liberation Front,1.0,the Ashmore-Baggs,1.0,Messrs M,4.0
224,,,,,United States,1.0,Saigon-Cholon,1.0,,,,,VNA,17.0,Government Printing Office,2.0,Emperor,1.0,The Eisenhower Administration,1.0,,,National Defense College,1.0,,,State,121.0,Service Secretaries,1.0,,,U.S. Security Posture,1.0,Vietnam Coordinating Committee,1.0,ROLLING THUNDER 10 through,2.0,,,The Airmobile Division,2.0,ON PI ASTERS,1.0,Local Forces,1.0,a. Army,1.0,Sharp,5.0,Speech,1.0,Seabees,1.0,a Constitutional Assembly,1.0,The Honolulu Conference,1.0,,,,,,,the Senate Committee on Foreign ' Relations,1.0,tha Department,1.0,DMCjr,1.0,Formosa the United States,1.0,Geneva Accords,1.0,Commission Ccnstituted,1,Council reView and reVision of these,1.0,GVN-US,1.0,EM,1.0,MAAG,10.0,UNGA,1.0,IIFLSV,1.0,ROLLING THUNDER 15,1.0,the NVN Govt,6.0,the Baggs-Ashmore,1.0,Messrs Macovesu,1.0
225,,,,,United States Objectives and Courses of Action with Respect to Southeast Asia,1.0,SecState,1.0,,,,,Vietnam Donald R. Heath,1.0,"H,022353",1.0,Encl 1,1.0,The International Control Commission,1.0,,,National Leadership Council,1.0,,,State Department,6.0,SitReps,1.0,,,U.S. Senate,3.0,Views Backing Consensus,1.0,ROLLING THUNDER 12,3.0,,,The Honolulu Conference,1.0,ON TOP Or AM ALREADY TAU,1.0,Log Command,4.0,a. Reexamination,1.0,Southeast Asla,1.0,Sta-te Reactions,1.0,SecDef,2.0,a Marine Landing Force,1.0,The Inspector General,1.0,,,,,,,the Senate Committee on Foreign Relations,2.0,thc Committee,1.0,DMIE,1.0,Fr Army,1.0,GoVernment,1.0,Committee,1,Couniat,1.0,Gcncva Accords,1.0,ENOUGH,1.0,MAC,1.0,US Government,1.0,IMTQ IHA,1.0,RPR,1.0,the NY Daily News,1.0,the Center for the Study of Democratic Institutions,1.0,Ministry of For.,1.0
226,,,,,VM IMMED,1.0,Seven-Point Program,2.0,,,,,"Vietnam Political, Economic, Military",1.0,H.3055 PROGRAM FOR REDISTRIBUTION OF MDAP EQUIPMENT REACHED THE CRITICAL STAGE,1.0,Englandone,1.0,The Joint Chiefs,1.0,,,National Police,4.0,,,State Hilsman,2.0,Sitrep,1.0,,,U.S. YANKEE TEAM,2.0,Views Lacking Consensus,1.0,ROLLING THUNDER 13,1.0,,,The Intelligence Community,1.0,OQ,1.0,MAB,12.0,allied main force units,1.0,Stabilize the ROLLING THUNDER,1.0,State,25.0,Secretariat,1.0,a Military Revolutionary Council,1.0,The Ky Government,1.0,,,,,,,the Senate Foreign Relations Committee,1.0,thc Government,1.0,DOOMAIJ,1.0,Frances,1.0,GoVorn,1.0,Commonwealth,1,Courses of Action with Respect to Formosa,1.0,General Eisenhower,1.0,ETA,3.0,MACV,4.0,VAN DONG,2.0,INCLUDED,1.0,RPT,3.0,the New York Daily News,1.0,the DRV Embassy,3.0,NATO,1.0
227,,,,,VNQDD,1.0,Signal Corps,1.0,,,,,"Vietnam Political, Economic, Military The",1.0,H.W.BALDWIN WAS OPTIMISTIC RE FRENCH INVESTMENT AND VIETNAM,1.0,Exodus,1.0,The New York Times,1.0,,,National Priority Areas,2.0,,,State Thuan,2.0,South Vietnams,1.0,,,U.S.GVN,1.0,Wachingtcn Post,1.0,ROLLING THUNDER 17,1.0,,,The Marine Corps Response,1.0,OSACadre Division,1.0,MACJ3,1.0,b. Others,1.0,State,28.0,State Department,3.0,Secretaries Rusk,1.0,a National Service Law,1.0,The Ky Government's,1.0,,,,,,,the South Vietnamese Government,2.0,thc Popular Front,1.0,Dalat,1.0,Franco-Viet,1.0,Govarnr.ont,1.0,Commu,1,DAI,3.0,GetC,1.0,EXECUTION,1.0,MAP,6.0,VNA,17.0,INDIVIDUALS ZS,1.0,Radio Hanoi,1.0,the New York Times,1.0,the DRV Government,1.0,NFL,1.0
228,,,,,VPA,4.0,Smith,1.0,,,,,Vietnam Task Force,1.0,HAO,8.0,Expeditionary Corps,2.0,The Presidential Program,1.0,,,National Reconciliation,1.0,,,State University Press,2.0,"Special Forces, Harkins",1.0,,,U.S.S. Constellation,2.0,Washington Post,3.0,ROLLING THUNDER 18,1.0,,,The Search and Destroy Strategy,1.0,OSAhiaison,1.0,MACV,75.0,by15 June Naval Mobile Construction,1.0,State Ball,1.0,State Rusk,1.0,Senate,1.0,a.nd,1.0,The Ky Governments Inheritance,1.0,,,,,,,the Subcommittee on Department of Defense Appropriations,1.0,the Algiers Committee,1.0,Dcpo.rt,1.0,Francs,1.0,Government,1.0,Communis Aes,1,DAI SPOKE OF DIEMS P.OLE AS,1.0,Govcrnment,1.0,EYE,1.0,MEMORANDUM,2.0,Vietnam Press,1.0,INFORMA,1.0,Raffaelli,1.0,the North Vietnam Government,1.0,the Department of State,1.0,NIE,2.0
229,,,,,Vietnam Department,1.0,Smith Dillon,1.0,,,,,VietnamUnder,1.0,HE FAVORED AN INCREASE IN MILITARY AID AI WAS CONFIDENT OF FRENCH,1.0,FULRO,2.0,The Saigon Embassy,1.0,,,National Security Action Memorandum,1.0,,,State frc.i Lodge,2.0,State,27.0,,,U.S.S. Edwards,1.0,Washington Pot,1.0,ROLLING THUNDER 5,1.0,,,The U.S. Army,1.0,OSD,2.0,MACVCINCPAC,1.0,fed,1.0,State Department,5.0,Stennis,13.0,Senatorial,1.0,bc,1.0,The Military Advisory Program,2.0,,,,,,,the Tennessee State Legislature,1.0,the Allied Forces,1.0,Dean Rusk Address,1.0,French Air Reserve,1.0,Ground and Air Forces,1.0,Communist Chinas,1,DCR,2.0,Governmanu,1.0,EducationPriority,1.0,Madame Nhu,1.0,WILFRED,1.0,ITS,1.0,Rangoon,2.0,the North Vietnamese FM,1.0,the Foreign Ministry,1.0,NIF,2.0
230,,,,,Vietnamese Army,1.0,Smith Dulles,1.0,,,,,Vy,2.0,HE TOOK OFFICE,2.0,Farmers' Associations,1.0,The Special American Commitment,2.0,,,National Security Council,1.0,,,Statu,2.0,State Department,8.0,,,U.o,1.0,Westmoreland,2.0,ROLLING THUNDER 9-13,1.0,,,The U.S. Division,1.0,OUTLINE I. PHASE II Page A. PRELUDE TO PHASE II 1 B. McNAMARA,1.0,MC Total Program,1.0,no Reserve callup,1.0,State Department Memorandum of Conversation,1.0,Strategic Reserve,3.0,Special Branch Police,1.0,ca.ble,1.0,The National Police,1.0,,,,,,,the Truman Doctrine,1.0,the American Air Forces,1.0,Debes,1.0,French Army,1.0,Guerrilla Warfara General Navarre,1.0,ComrlUlist,1,DE AGREED FULLY,1.0,Governmcnt Administration Weaknesses,1.0,Embassy,2.0,Mambo Regional Committaa,1.0,WILSON,1.0,IftN,1.0,Reddy,1.0,the North Vietnamese Government,2.0,the Foreign Office,2.0,NLF,76.0
231,,,,,White House,2.0,Smith Molotov,1.0,,,,,Withdraw,1.0,HEADED BY R. THOMPSON,1.0,Fatherland,9.0,The Staley Mission DESCRIPTION Special Forces,1.0,,,Navy,1.0,,,TDCS,2.0,State Msg,1.0,,,UN,2.0,Wetnam,1.0,ROLLING THUNDER IV,1.0,,,The U.S. Government,1.0,Offensive Operations,1.0,MF,1.0,the 3d Brigade of the 82nd Airborne,1.0,State Rusk,1.0,Subject Rolling Thunder Target List,1.0,Special Meeting,1.0,d. Additional U.S.,1.0,The Provincial Committee,1.0,,,,,,,the U.N. General Assembly,1.0,the American Consulate in Ceylon,1.0,DecIassified,16.0,French Expeditionary Corps,1.0,H34,1.0,Comtmists,1,DE IM COURSE OF WHICH,1.0,Government,4.0,Engineer Comcat Battalion,1.0,Marine Battalion,1.0,Washington Post,4.0,Ihe U.S.,1.0,Reddys,1.0,the North Vietnamese Government TOP,1.0,the General Assembly,1.0,NLF Program,1.0
232,,,,,a Cochinchinese Assembly,1.0,South Vietnam Government,1.0,,,,,a Constituent Assembly,1.0,HEAVILY EQUIPPED AI WHO,1.0,Fatherland Front,2.0,The Staley Report,1.0,,,Necessity,1.0,,,TOP S ORET of Finance,2.0,State Rusk,1.0,,,UN Security Council,1.0,White House,10.0,ROLLING THUNDER IX,1.0,,,The U.S. Moved to Take Over the Land War The Search and Destroy Strategy,1.0,Opera,2.0,MIA,1.0,the 3rd Brigade,2.0,"Subject ""Comments",1.0,Symington,1.0,State,8.0,de Gaulles,1.0,The U.S. Embassy,1.0,,,,,,,the U.S. Department of State Bulletins,1.0,the American Embassy,1.0,DecIassified per Executive Order,1.0,French Government,3.0,H8 CEF,1.0,Comunists,1,DE QUOTED BAO DAI'S SOURCES IN SAIGON AS REPORTING DIEM'S STRENGTH AS A,1.0,HAAG,1.0,ExccvdlVe,1.0,Marine Corps,1.0,Wilson,3.0,Iio,2.0,Ref EMBTEL 394,1.0,the North Viptnamasp FM,1.0,the Government of Hanoi,1.0,NLFHarriman,1.0
233,,,,,a European Defense Community,1.0,State,10.0,,,,,a National Assembly,1.0,HIST,2.0,Fifth Military Region,1.0,The Taylor Mission Report,2.0,,,New York Times,2.0,,,TV Corps,4.0,StateFar East,1.0,,,USAF,1.0,White House Decides Not to Retaliate Concerned,1.0,ROLLING THUNDER Program,1.0,,,The U.S. Moved to Take Over the Land war The Search and Destroy Strategy,1.0,Operation ATTLEBORO,2.0,MIG,6.0,the 5th Mechanized Division,2.0,Subject Air Operations Against North Vietnam,1.0,Systems Analysis,3.0,State Department,1.0,extremis,1.0,The U.S. Government,1.0,,,,,,,the U.S. Fleet,1.0,the American GoVernment,1.0,Deco,1.0,French Metropolitan Air Force,1.0,HAAG,4.0,Concur,1,DEC l.d9-4Control,1.0,HE,1.0,Execution,3.0,McGeor A,1.0,YUGOSLAV Party,1.0,Iittle,1.0,Ronnings,1.0,the Polish Foreign Office,1.0,the Government of the Democratic Republic of Vietnam,2.0,NOD,1.0
234,,,,,a Republican Administration,1.0,State Department,3.0,,,,,a South Vietnamese Government,1.0,HOA,7.0,Finance,1.0,The U.S. Government,6.0,,,Ngo Dinh Diem,1.0,,,Tan Son,2.0,TAC,2.0,,,USMC,1.0,Working Group,10.0,ROLLING THUNDER SEVEN,1.0,,,Themes Germane,1.0,Operation BUCKSKIN,1.0,Main Force,1.0,the 82d Airborne Division,2.0,Supplemental Appropriations McNamara,1.0,TAB,2.0,Success,2.0,solidarity,1.0,The USMC Combined Action Companies,1.0,,,,,,,the U.S. Senate,1.0,the American Government,2.0,Defense,10.0,French Military Command,1.0,HDA,1.0,Conference,12,DEEP WOUNDS WHICH,1.0,HOWEVER,1.0,Executive Brandi,1.0,McNamara.,1.0,a Voice of America,1.0,Iived,1.0,Rusk,1.0,the Polish Government,11.0,the Hanoi Sanctuary,1.0,NODISPEI,1.0
235,,,,,allR.P.,2.0,Support Final GVN Position,1.0,,,,,armistice agreements,1.0,HOA HAO,2.0,First Session,3.0,The Vietnamese Government,1.0,,,Normal Channels 16,1.0,,,Tan Son Hhut,2.0,TDY,3.0,,,USN,4.0,Working Group Analyses,1.0,ROLLING THUNDER SNIE,1.0,,,Thieu-Ky,2.0,Operation CRIMP,1.0,Main Forces,2.0,the 82nd Airborne Division,10.0,Systems Analysis,4.0,TALOS,2.0,TV Corps,1.0,the ARVN Fifth Division,1.0,The United States Military Agency,1.0,,,,,,,the U.S.S.R. Council of,1.0,the Asiatic Continent,1.0,Dei,1.0,French Naval,1.0,HDAF,1.0,Congress,13,DEFENSE,2.0,HUE DI,1.0,Executive Committee,1.0,Mekong Rivar,1.0,choicePRESIDENT JOHNSON,1.0,Imperialists,2.0,SAIGON,1.0,the Polish Government's,1.0,the House of Commons,1.0,NODISPENNS,2.0
236,,,,,an Economic Cooperation Administration Report,1.0,Support Final GVN Position B-16 B-4III,1.0,,,,,it a. carte americaine,1.0,HON,1.0,Food Grain Per Capita,1.0,The Washington Post,1.0,,,North Vietnamese Army,1.0,,,The Honolulu Conference,2.0,TSSensitlve,1.0,,,USNR,1.0,Working Group Assessments,2.0,ROLLING THUNDER VI,5.0,,,Tried,2.0,Operation DECK,1.0,Major Information Campaign,1.0,the Administration of some,1.0,TASS,1.0,TET,1.0,Task Forces and Study Groups,1.0,the ARVN IG,1.0,The Vietnamese Information Service,1.0,,,,,,,the United Nations,19.0,the BritiSh Foreign Office,2.0,Dell,1.0,French Union,2.0,Haiphong Cat Bi,1.0,Coniumnlgt China,1,DEFENSE International Security .Affairs,1.0,Hie United StatesOn,1.0,Exploit,1.0,Memorandum,2.0,i8,1.0,Inaugural Address,1.0,SAIGON TSec Bacon,1.0,the Polish Govt,1.0,the International Control Commission,1.0,NODISPENNSYLVANIA,11.0
237,,,,,an Indochinese Federation,1.0,TEDUC,1.0,,,,,metropolis 110 Lansdale,1.0,HOS GOVT,1.0,Foreign Affairs,2.0,Thuan,2.0,,,Nr,1.0,,,The New American Policy,2.0,Tbid,1.0,,,USS EDWARDS,1.0,Working Groups,3.0,ROLLING THUNDER VII,3.0,,,U.S-,1.0,Operation DECK HOUSE,1.0,Major New US Force Commitment,1.0,the Air Force,1.0,TFS,3.0,TII,1.0,Technical Services,1.0,the Armcd Forces,1.0,Thi,6.0,,,,,,,the United Nations Charter,4.0,the BritiSh Government,1.0,Dep,1.0,French Union Forces,4.0,Hanoi Cat Bi,1.0,Consideration,4,DEFENSE L ',1.0,Hoa 1,1.0,External Relations 10,1.0,MemorandumHe,1.0,lO,1.0,Indicate,1.0,SAM,1.0,the Polish ICC Representative,1.0,the National Liberation Front,5.0,NODISPENNSYLVANIA 1,1.0
238,,,,,c. U.S. Supports Independence for Associated States Throughout,1.0,THE U.S. NEGOTIATING POSITION,1.0,,,,,national union,1.0,HOSTILE,1.0,Foreign Broadcast Information Service Bulletin,3.0,Thui Duc Reserve Officers' School,1.0,,,OASD(SA,6.0,,,The New American Policy Lodges,2.0,"The ""Initial Report of CAS Group Findings",1.0,,,USX,8.0,Working Paper,1.0,ROLLING THUNDER VII (,1.0,,,U.S. Airmobile Division,1.0,Operation EL,1.0,Marine Amphibious Brigade,5.0,the American Forces,1.0,THE BARRIER PROPOSAL A.,1.0,TRIGGER STRONG SOVIET,1.0,The Cable Exchange,1.0,the Armed Forces,6.0,Thi and 1st Division,1.0,,,,,,,the University of California at Berkeley,1.0,the British Chiefs of Staff,1.0,Department,6.0,French Union forces Indochina,1.0,Heath,1.0,ContinuespartiCuIarIy,1,DELEGATIONS,1.0,I.,2.0,F.e Eras,1.0,Military Considerations,1.0,"the ""Soviet Government",1.0,Induige,1.0,SEA,2.0,the Polish Rep,1.0,the New York Times,2.0,NODISPENNSYLVANIA 41',1.0
239,,,,,compel,1.0,Tactics of Soviet Foreign Policy,1.0,,,,,"the ""French Government",1.0,HOUSE,1.0,Foreign Relations,1.0,Times,10.0,,,OASD(SA) Memorandum for the Secretary of,1.0,,,The Papal Delegate,2.0,The Civil Guard,2.0,,,Unger to Department of State,1.0,XPDRB8967664,1.0,ROLLING THUNDER VII A,1.0,,,U.S. Army,4.0,Operation HARRISON,1.0,Marine Corps,5.0,the Armed Forces,1.0,Tac Air,1.0,TSHQ,1.0,The Embassy Political Section,1.0,the Armed Forces Council,2.0,Thi and Dinh unspecified,1.0,,,,,,,"the University of California, Berkeley",1.0,the British Foreign Office,1.0,Department of State,4.0,French-Controlled Forces,1.0,Hecht,1.0,Control Commission,1,DEPARTMENT OF STATE,2.0,I. ',1.0,FAB,1.0,Minhs,1.0,"the ""Soviet Union",1.0,Ine,1.0,SEATO,5.0,the South Vietnamese Government,1.0,the North Vietnamese Government,2.0,"NODISPENNSYLVANIA 49,",1.0
240,,,,,fy.sj,1.0,Thailand Burma or,1.0,,,,,the Anglo-American Press Association,1.0,"Headquarters, Service and Support forces110,000",1.0,Frances,1.0,Touraine,1.0,,,OASDSA,1.0,,,The State Department,4.0,The Country Team,1.0,,,United Nations,1.0,YANKEE TEAM,3.0,ROLLING THUNDER VII Tito,1.0,,,U.S. Division,1.0,Operation HASTINGS,1.0,MayI Corps,1.0,the Army Reserve,1.0,The Chiefs,1.0,TUS M,1.0,The Hew York Times,1.0,the Capital Military Region,1.0,Thieu,14.0,,,,,,,the University of Kansas,1.0,the British Government,1.0,Department of State OUTGOING TELEGRAM,1.0,FrenchIt,1.0,High Military Council,1.0,Control Ricd,1,DEPARTMENT TELEGRAMS 4411,4.0,I. < ',1.0,FAO,3.0,Ministry of Religious Affairs,1.0,"the ""United States",1.0,Ine 1954,1.0,SECRETNODIS,9.0,the State Department,2.0,the Royal Government of,1.0,NODISPENNSYLVANIA DISPATCHED,1.0
241,,,,,non-Commie Asian,1.0,The Chiefs,1.0,,,,,the Binh Xuyen,1.0,"HiStorical Office,",1.0,Franco-GVN,1.0,Transcript of Press Conference,1.0,,,OASDSA SEA Programs Directorate,2.0,,,The Strategic Hamlet Program,2.0,The Honolulu Conference,2.0,,,United StatesVietnam Relations,1.0,York Times,1.0,ROLLING THUNDER VIII,1.0,,,U.S. Forces,1.0,Operation HOT SPRINGS,1.0,MayII Corps,1.0,the Army of South Vietnam,1.0,The Clifford Group,1.0,Tape nd Si,1.0,The Inter-Agency,1.0,the Central Government,1.0,Thieu-Ky,7.0,,,,,,,the Vietnamese Government,1.0,the British War Office,1.0,Department of State Policy Statement on,1.0,Fx,1.0,Hill,1.0,Cooperation,1,DEPARTMENT TELEGRAMS 4411 AND 4412,1.0,I. A,1.0,FAVOR,1.0,Moltin-j's,1.0,the 325th Division,1.0,IniitatiOns,1.0,SLimdisNoforn,1.0,the Thai Nguyen Steel Plant,1.0,the Secretary Referring,1.0,NODISPENNSYLVANIA L 45,1.0
242,,,,,nonCommunist,1.0,The DRV Indicates Ambitions for,1.0,,,,,the Congress and Committee,1.0,"Histori-,cal Studies Division",1.0,Free Vietnam,1.0,U.N.,2.0,,,OCO,3.0,,,The UN General Assembly,2.0,The Joint Chiefs of Staff,1.0,,,VC,6.0,ag,1.0,ROLLING THUNDER XV,1.0,,,U.S. Marine,1.0,Operation MARAUDER,2.0,Memo,5.0,the Cambodian Border,1.0,The Department of State,1.0,Target,3.0,The Moss Subcommittee on Overseas Governmental Operations,1.0,the Civic Action Program,1.0,U Thant,2.0,,,,,,,treatiesthe Rio Pact,1.0,the Cairo ConferenCe,1.0,Departments,1.0,"G-3,",1.0,Hinh,1.0,Coro,1,DEQTtcEtSiftniSTvith,1.0,I. COMMUNiST INTENTIONS,1.0,FESEA;CTWood;tha;erc,1.0,Montagnard,2.0,the Agence France-Presse Hanoi,1.0,Intensive Efforts,1.0,"SNodis, Priority",7.0,the U.S. Embassy,1.0,the South Vietnam National Front for Liberation,2.0,NODISPENNSYLVANIA Monday,1.0
243,,,,,solidarity,1.0,The Election Provision Causes Controversy b. Practical Views Vary,1.0,,,,,the Department of State,1.0,Historical Division,1.0,Free Vietnams,1.0,U.S. Army,1.0,,,ODCSOPS,1.0,,,The White House,2.0,The National Police,1.0,,,VC-North Vietnamese,1.0,ale.-.ts; &.nd,1.0,ROLT,1.0,,,U.S. Stood,1.0,Operation PRAIRIE,1.0,Ministry Defense HQ,1.0,the Central Intelligence Agency,2.0,The Intelligence Community Demurs,2.0,Task Force,1.0,The New York Herald Tribune,1.0,the Civil Guard,2.0,U.S. Government,1.0,,,,,,,,,the Central Government,1.0,Departments of State,1.0,GEN Bradley,1.0,House,2.0,Corsair,1,DEV,2.0,I. GENERAL CONSIDERATIONS ',1.0,FGM,1.0,NA,2.0,the Algerian Liberation Front,1.0,International Service,1.0,SS,1.0,the U.S. Government,1.0,the South Vietnam National Liberation Front,1.0,NODISPENNSYLVANIAI,1.0
244,,,,,"the ""Bao Dai solution",1.0,The French Reject Independence Options for Associated,1.0,,,,,the Diem Government,1.0,House Committee on Foreign Affairs,1.0,French Expeditionary Corps,1.0,U.S. Army Role,1.0,,,ON LEVERAGE,1.0,,,Thieu,2.0,The U.S. Mission,1.0,,,VCDRV,1.0,bc,1.0,RT VI,2.0,,,U.S. Stood on I,1.0,Operation ROLLING STONE,1.0,Month Total,1.0,the Clifford Group,3.0,The Jason Summer Study,1.0,The Air Force,1.0,The New York Times,5.0,the Commanders Estimate of the Situation,1.0,U.S.-GVN,4.0,,,,,,,,,the Chiefs of Staff,1.0,Deptanaxii FR,1.0,GEN Marshall,1.0,HowsVer,1.0,Council,6,DIEM ALLOWED PRESENT ABCESS TO FESTER UNTIL IT HAD BURST IN FORM PRESENT CIVIL WAR AND,1.0,I. REGIONAL1 ' ',1.0,FYI,1.0,NATIONAL SECURITY ACTION,5.0,the Amalgamated Clothing,1.0,Ioncr,1.0,SSE,1.0,the UN General Assembly,1.0,the South Vietnamese Government,3.0,NODISPENNSYLW,1.0
245,,,,,"the ""General Considerations",1.0,The National Security Council,1.0,,,,,the Eisenhower Administration,2.0,Hq & Hq Det & Band Quartermaster Company,1.0,French Expeditionary Forces,1.0,U.S.-GVN,1.0,,,ON OPERATIONS RATHER,1.0,,,Ths Mc.king of A Quagmire,2.0,The Vietnam Sitreps of 3 March 1965,1.0,,,VNAF,6.0,ccm,1.0,RT VII,2.0,,,U.S.3d,1.0,Operation UTAH,1.0,Monthly Evaluation,1.0,the Clifford Working Group,1.0,The Joint Chiefs,1.0,The Clifford Group,3.0,The Office of Operations,1.0,the Commanding General,1.0,U.S.-GVN RELATIONS JUNE,1.0,,,,,,,,,the China Theater,2.0,Deptel,2.0,GENERAL,1.0,I.,1.0,Courses of Action with Respect to Southeast Asia,2,DIG,2.0,I. tvT MUST,1.0,Far East Division,1.0,NFLSV,2.0,the American Government,1.0,Ippntet,1.0,SVN,112.0,the US Government,1.0,the Soviet Foreign Ministry,2.0,NODISPEWSYLVANIA L,1.0
246,,,,,the A.N.Z.U.S. Pact,1.0,The Operations Coordinating Board,1.0,,,,,the Enperor Bao Dai,1.0,ICA,4.0,French Govt,1.0,U.S.GVN,1.0,,,OSD,3.0,,,Thuan Tho,2.0,The Young Report on Long An Province,1.0,,,Vientiane,1.0,communis,1.0,RT's,1.0,,,U.S.Allied,4.0,Operation VAN BUREN,1.0,NATO,5.0,the Continental United States,1.0,The Joint Chiefs of Staff,6.0,The Defense Department,1.0,The Popular Forces,1.0,the Commercial Import Program,1.0,U.S.-GVN Relations,1.0,,,,,,,,,the China Theatre,1.0,Deptel dll,1.0,GENERAL CCNSIDERATIONS 2,1.0,I. Aid,1.0,Custom Union,1,DILLON,1.0,ICA,10.0,Federal Bureau of Investigation,1.0,NND,2.0,the Ashmore-Baggs,1.0,JANUARY 1967 P-l,1.0,Seaborn,57.0,the United Nations,4.0,the State Department,4.0,NV,1.0
247,,,,,the American Embassy Edmund Guillion,1.0,The State Department's,1.0,,,,,the European Defense Community,1.0,IE QUESTIONED FRENCH INTENTIONS,1.0,Front,10.0,U.SO,1.0,,,OSD Systems Analysis,3.0,,,Truehart,10.0,Thieu,2.0,,,Vovk Herald Tribune,1.0,d. Discussions,1.0,RVN,7.0,,,U.S.allied,1.0,Operations Against North,1.0,NATO STRAF,1.0,the Defense Department,7.0,The Joint Chxefs of Staff,1.0,The Hanoi Thermal Power Plant,1.0,The Priorities Task Force,1.0,the Committee of National Salvation,1.0,US Army,2.0,,,,,,,,,the Chinese Government,1.0,Dirixion of Southeast Asian Affairs,1.0,GENERAL MALONY,1.0,I. French Goverrinent,1.0,D n Bien Phu,1,DO,2.0,ICC,12.0,Field Army Headquarters,2.0,NNO Projec,1.0,the Associated Press,1.0,JI,1.0,Seaborn Conversations,1.0,the United States Government,1.0,the Sunday Times,1.0,NVA,2.0
248,,,,,the American Legion,1.0,The U.S. Dulles,1.0,,,,,the Excnange Office,1.0,ILL,1.0,GAM,1.0,UAR,1.0,,,OSD(SA) Statistical Tables,1.0,,,Tung's Special Forces,2.0,This Joint Pacification Operations Committee,1.0,,,Vuns Tau,1.0,dee,1.0,RVNAF,2.0,,,U.Sand 3rd Country,1.0,Operations Battalion Days,1.0,NAVAL SURFACE OPERATIONSExpand,2.0,the Defense Establishment,1.0,The New York Times,1.0,The Johnson Administration,1.0,The State Department,1.0,the Comtry Team,1.0,USAID,9.0,,,,,,,,,the Combined Chiefs of Staff,5.0,Divisions,1.0,GENERAL de LATTRE,3.0,ICC,1.0,DCK,1,DOUBT,1.0,IE.,1.0,Field Command,1.0,NOMAD,1.0,the Association of Southeast Asia,1.0,JILL NEaVE P,1.0,Sec State,1.0,,,the U.S. Government,5.0,NVN,169.0
