,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
122,,,,,Ho Chi Minh,5.0,Indicates Ambitions,1.0,,,,,ODaniel,2.0,INITIATED,1.0,Defensewlnister Jul,1.0,McNamara,28.0,,,Kien Hoa,1.0,,,McNamara-Taylor 23,2.0,Lyman D. Kirkpatrick,1.0,Vol I.,7.0,Morse,4.0,Option A. Titis,1.0,Klaus,1.0,,,Quang Ngai,16.0,McNaughton,10.0,Holbrooke,1.0,Robert S. McNamara,1.0,Katzenbach,6.0,Intelligence Memorandum,4.0,Jorgenson,1.0,Tho,2.0,SecDef Memorandum,1.0,,,,,,,Pathet Lao,2.0,Juno l943 ',1.0,C. C. S. S951 PaktICIpaTION,1.0,Elis,1.0,Fehru,1.0,Chano Wen-tten,1,CommunisDy,1.0,Economic Assistance,2.0,Ed Following,1.0,Gilpatric AdIniral Heinz,1.0,NGUYEN DUY,1.0,Eo,2.0,Info,1.0,Murrey Marder,1.0,L. Unger,2.0,Geneva A-greements,1.0
123,,,,,Ho Chi Minh Selected,1.0,Influence GVN,2.0,,,,,Oct,1.0,Iw A Evolution of,1.0,Dennis Warner,1.0,McNamara DESCRIPTION,1.0,,,Kien Tuong,1.0,,,McNamaras,4.0,Lyndon B. Johnson,1.0,W. Sullivan,1.0,Morton,3.0,Option B.,1.0,Kohl,1.0,,,Quang Ngai City,1.0,McNaughton Comments,1.0,Hon Cai,1.0,Rostov,1.0,Katzenbach W. Bundy,1.0,Intentions Toward,1.0,Joseph Alsop,1.0,Thos,1.0,Suu,1.0,,,,,,,Paul Niven,1.0,Ke,1.0,C. Particular Problcms Encountered,1.0,Ell ld -,1.0,Forea,1.0,Charles E. Wilson,2,Conference-,1.0,Econornio Activity Malaya,1.0,Edward G. LANSDALE,1.0,Governments,2.0,NGUYEN XUAN,1.0,Erwin D. Canham,1.0,Info AmEmbassy,1.0,NODIS W,1.0,LODIS Part,1.0,Genghis Khan,2.0
124,,,,,Ho Chi Minh's,1.0,Interpretations Differ,1.0,,,,,Paris Msg 4498,1.0,Iw A. 4,2.0,Depart,1.0,McNamara william Bundy,1.0,,,Killen,2.0,,,Mcmcrcndum No,2.0,M-1l4s,1.0,Walt Rostow,4.0,Mouse,2.0,Page I. POLICY,1.0,Kohler,3.0,,,Quang Ngai Province,1.0,McNaughton SecDef,1.0,II CTZ,2.0,Rostow,1.0,Katzenbachs,1.0,JCS,17.0,Joseph Califano memorandum,1.0,Tile Taylor,1.0,Tan Son Nhut,1.0,,,,,,,Pearl Harbor,1.0,Kitt,1.0,C. Pnrticul,1.0,Emperor Bao Dai,1.0,Foreword,1.0,ChauVel,1,Conferoncc,1.0,Edward G. Lansdale,1.0,Edward Murrow,1.0,Goverrmsmt,1.0,Nasser,2.0,Eugene Black,2.0,Info Amembassy,3.0,NWD Dale 2011,5.0,Lady Mary Grey,1.0,George Browns,1.0
125,,,,,Ho Chi Minhs,2.0,J. M. Mackintosh Strategy,1.0,,,,,Paris Msgs,3.0,Iw A. 4 EVOLUTION,1.0,Dia-phuong,1.0,McNamaras,4.0,,,Komer,9.0,,,Mecklin,2.0,MACV,2.0,Wheeler,1.0,Muong Soui,3.0,Panhandle,5.0,Kohlers,1.0,,,Quang Ngai-Quang Tin,1.0,Me,1.0,Ictlcn of Greater,1.0,Rusk,4.0,Kaysen,1.0,JCSM-307-67,1.0,Katzenbach,14.0,VC,16.0,Tat Ung,1.0,,,,,,,Peipings,1.0,Leahy,4.0,"CCNFTPE1lAL Jan.20,1948",1.0,Enda-China,1.0,Formosa,2.0,Chauyel,1,Conte Wo Ltr SecDef,1.0,Eear,1.0,Edwin F William V. Diehl,1.0,Gtere,1.0,Nguyen Duy Trinh,1.0,Europein,1.0,Info Ottawa,1.0,Ne,1.0,Le Chang,22.0,Glitman,1.0
126,,,,,Hos,1.0,JC,4.0,,,,,Paris Msgs 1718,1.0,Iw C. FOOTNOTES Report,1.0,Diem,404.0,Memor,1.0,,,Komer Rebuts,1.0,,,Mecklins,2.0,Manfull,1.0,Willi,1.0,N0KTU VIKTXAMF.SE,1.0,Pathet Lao,1.0,Kohlpr,1.0,,,Quang Tri,1.0,Memorandum,15.0,Ill,1.0,Russell,4.0,Kennedy,2.0,Jackson,1.0,Katzenbachs,2.0,Vfe,1.0,Taylor,11.0,,,,,,,Peipings Foreign,1.0,Lenhy,1.0,CONFERENCE BOCUMLNIS,1.0,Eo Chi Minh,1.0,Foster Dulles,2.0,Chen,1,Coramunisa,1.0,Eisenhower,14.0,Ego Dinh Thuc,1.0,H. Party,1.0,Nguyen Duy Trinh's,1.0,FAXFAXI,1.0,Inform Quat,1.0,Neither D'Orlandi,1.0,Le Chang's,1.0,Goldberg,22.0
127,,,,,Indochina Donald Heath,1.0,JCS,3.0,,,,,Paul Ely,2.0,"J,090653 NON-COMMUNIST NATIONALISTS",1.0,Diem My-Diem,1.0,Memorandum,4.0,,,Ky,6.0,,,Memorandum,16.0,Mansfield,1.0,William Bundy Memorandum,1.0,Nelson,1.0,Peter Grose,6.0,Kornienko,2.0,,,Quat,20.0,Military Departments,1.0,Inf Div,1.0,Sharps,1.0,Kennedys,1.0,John McNaughton,5.0,Katzenbachs memorandum,1.0,Vien,1.0,Tet,4.0,,,,,,,Peter,1.0,Library,1.0,Caffcey,1.0,Erskine,2.0,Fr,9.0,Chi Hinh,1,Covert Actiona,1.0,Elbridge Durbrow .1,1.0,Eisenhower,1.0,Hadyn williams,1.0,Nguyen Huu Tho,1.0,FRONT JOINT STATEMENT,1.0,Insofar,1.0,Netherlands Charge Derksen,1.0,Lewandowski,9.0,Goldbergs UN,1.0
128,,,,,Indochina al 1,1.0,Jean Chauvel,5.0,,,,,Paul Ely L1Indochine,1.0,J.,1.0,Dien Bien Phu,5.0,Mendenhall,1.0,,,Kys,1.0,,,Memorandum CCI,2.0,Mar,1.0,William Sullivan,3.0,Ninetieth,1.0,Phase II,5.0,Kosygin,5.0,,,Quats,2.0,Mmeorandum,1.0,Inn KHANH v'hynn <,1.0,Sihanouk,1.0,Kep,5.0,John T. McNaughton,1.0,Kennedy,2.0,Viet Cong,17.0,Tet GVN,1.0,,,,,,,Peter Kalischer,1.0,Lird Halifax,1.0,Caffcry,1.0,ExecutiVe,3.0,Franco,4.0,Chi Minh,1,Cowrist Chinoso,1.0,Elis,1.0,Elis,1.0,Hamilton,1.0,Nguyen Van Tho,1.0,Fanfani,1.0,Interpreter,1.0,Nguyen Duy Trinh,1.0,Lewandowski lO,1.0,Gua,2.0
129,,,,,JCS,3.0,Jean Schwoebel,1.0,,,,,Peris Msg 481,1.0,J. Lawton,1.0,Dien Bien Phus,1.0,Minh,6.0,,,LTC Volney,1.0,,,Michael Forrestal,2.0,Marshal de Lattre,1.0,a U. S. Con-gressional,1.0,North,2.0,Phuc Yen,2.0,Kosygins,5.0,,,Qui Nhon,15.0,Morris,3.0,Inside SVN,1.0,Souvanna,1.0,Kistiakowsky,1.0,Johnson,21.0,Kerner,1.0,Vietnamesc,1.0,Thang,10.0,,,,,,,Pham Van Dong,3.0,Lis,1.0,Cairo Ancmbassy,1.0,Eyi o.it,1.0,French Memorandum,1.0,Chi Minhs,1,Cq,1.0,Elmer B. Staats,1.0,Enlarge,1.0,Hans,1.0,Nguyen Xuan Tran,1.0,Faxfaxi,2.0,J. Blair Seaborn,1.0,Nguyen Giap,4.0,Li,1.0,H.,1.0
130,,,,,JCS 960578,1.0,Johnson,11.0,,,,,Phan Huy Quat,1.0,J. Lawton Collins,5.0,Diern,1.0,Nam,1.0,,,Lansdale,1.0,,,Michael w Forrestal,2.0,Max,9.0,a. Reconnaissance,1.0,Panhandle,10.0,Policy Views,1.0,Kusnetsov,1.0,,,Qui Nhon-Nha Trang,1.0,Nguyen Giap,1.0,Intentions Toward,1.0,Spooky,1.0,Komer,2.0,Johnsons,1.0,Khanh,1.0,Vietnamese Non-Performance,1.0,The Hue-Da,1.0,,,,,,,Phan Huy Quat,1.0,Liu,2.0,Cao Dai,3.0,F. Barnes,1.0,Gambiez,2.0,Chin,1,Cri,1.0,Eloc,2.0,Eugene,1.0,Hao,1.0,Nhan Dan,12.0,Faxfaxis Reply,1.0,J.B. Seahorn,1.0,Norman Dier,1.0,Lodge,2.0,Habib,1.0
131,,,,,Jean Laconture,1.0,Joint Statement,2.0,,,,,Phuong,1.0,J. PERCY PRIEST,1.0,Dissenters Diem's,1.0,Nehru,1.0,,,Lionel C. McGarr,1.0,,,Minh,100.0,Max Taylor,1.0,b. Retain,1.0,Pathet Ino,1.0,Presidentra,1.0,Kuznetsov,2.0,,,R0K,1.0,Nine Require,1.0,Ions,1.0,Steadman,1.0,Komers,1.0,Joint,1.0,Knowlton,1.0,Vietnamesef,1.0,Thi,9.0,,,,,,,Phan Van Dong,1.0,Louis Mountbatten,1.0,Cbaries,1.0,F. G. Brink,1.0,Gcnnrel Valluy,1.0,Chou,15,Cruiser,1.0,Embassy Rangoon,1.0,Eugene Staley,1.0,Harkins,28.0,Novotny,1.0,Feb. S,1.0,JOHNSON,1.0,North Viet-Nams,1.0,Lodges,1.0,Hanoi Amb,1.0
132,,,,,Jean Letourneau,1.0,June Chou,1.0,,,,,Pierre Koenig,1.0,J.B. 020250 FIRST REPORTS ISSUED OF THE ARRIVAL OF CHINESE EQUIPMENT FOR THE VIETMINH,1.0,Divided,6.0,New Draft,1.0,,,Lodge,12.0,,,Mme,14.0,Maxwell D. Taylor,2.0,c. Demonstrative,1.0,Pathet Lao,3.0,Prmcrpa,1.0,Ladd OnAnd,1.0,,,RECEIVED,2.0,Nitze,1.0,JANUARY LARGE,1.0,Stuart H. Loory,2.0,Korea S-hour,1.0,Joint Chiefs,1.0,Ko,1.0,Vincent Puritano,1.0,Thich Tam,1.0,,,,,,,Presidents Kennedy,1.0,Lr,1.0,Certain Diplomatic,2.0,F. S0?3,1.0,Gen Clarks,1.0,Chou E'n-lai,1,Cutler,2.0,Encouragc,1.0,Eugtrc Staley,1.0,Harriman,3.0,OnDccember,1.0,Fecific Affairs,1.0,Jean,3.0,Novem,1.0,Lt Rusk,1.0,Harold Holt,1.0
133,,,,,Jean Valluy,1.0,Kahin,2.0,,,,,Pierre Mendes,1.0,J.B. 020750,1.0,Don,1.0,Ngo Dinh Diem,1.0,,,Lodge 83699,1.0,,,Mme Nhu,12.0,Maxwell Taylor,1.0,c. End-,1.0,Paul W. Ward,1.0,Repudiates Taylor,1.0,Lao,1.0,,,RECEIVED GVN CONCURRENCE,1.0,North,1.0,JCS,35.0,Subject Viet-Nam Alternatives,1.0,Kosygin,3.0,Jtreei,1.0,Komer,33.0,W. Bundy,1.0,Thieu,11.0,,,,,,,Press Release,1.0,Lut,1.0,Certain RiJoin,1.0,FR,40.0,Gen Collins,1.0,Chou En-lai,10,CwVoi,1.0,Encourage Burmese,1.0,F Lt L C L E C 1 L. L 8,1.0,Hau,1.0,PATRICK GORDON-WALKER,1.0,Fedorenko,1.0,Jean Nothing,1.0,PM a.,1.0,Luis Quintanilla,2.0,Harriman,23.0
134,,,,,Jean de Lattre de Tassigny,1.0,Kennedy,1.0,,,,,Pineau,2.0,J.B. 030650 RUSK REQUESTED,1.0,Donald Lancaster,1.0,Nguyen Dinh Thuan,1.0,,,Lodges,1.0,,,Mme Nhus,6.0,Maxwell Taylor Letter,1.0,c. Harsh,1.0,Penciled,1.0,Rere,1.0,Lao Panhandle,1.0,,,Reference F MACV,1.0,Nov 1967,1.0,JCSM-307-67,1.0,TET,1.0,Ky,2.0,Katzenba.ch,1.0,Komers,6.0,W. P. Bundy DTG 3,1.0,Tran Van Do,2.0,,,,,,,Pusk,1.0,M. Henri,1.0,Certainlv the,1.0,FR Govt,1.0,Gen Trapnell,1.0,Chou En-lai's,2,Cys,1.0,Encourage Laos,1.0,FORCE INVOLVEMENT 1,1.0,Hava,1.0,PAUL MARTIN,1.0,Fhnm Van Dong,1.0,John Finney,1.0,Para 2,1.0,Lyndon B.,1.0,Heath,1.0
135,,,,,John F. Kennedy,1.0,Kept Informed,2.0,,,,,Press Conference,1.0,J.B. 031957 OPLAN,1.0,Donald R. Heath,1.0,Nguyen Ngoc,1.0,,,Lt Gen Lionel C. McGarr,1.0,,,NWD Dale' 'Ol,2.0,McCone,3.0,c. South Vietnam,1.0,Pham Van Dong,1.0,Resume,1.0,Lapin,1.0,,,Representative Mahon,1.0,OASD(ISA,1.0,JCSM-505-67,1.0,Tab A,1.0,Largest,1.0,Katzenbach,15.0,Koren,1.0,Westmoreland,11.0,Tri Quang,9.0,,,,,,,Q.,1.0,M. Henri Hoppenot,1.0,Ceylon,5.0,Farts,1.0,Geneva Con-fcrence,1.0,Chou F,1,D. BAO DAI,1.0,Encourage Laos ',1.0,Felt,1.0,HcNemora,1.0,PAUL VI,4.0,Flanoi,1.0,John McCone,1.0,Paul Martin,1.0,Mai Van Bo,5.0,Henry Kissinger,2.0
136,,,,,John Foster Dulles,4.0,Khmer,10.0,,,,,Prince Buu Hoi,1.0,J.B. 050354 MAJOR,1.0,Donald S. Zagoria,1.0,Nguyen Van Yankee,1.0,,,MACV,12.0,,,Nay,2.0,McCones,1.0,c. Targeting,1.0,Phase III,1.0,Revised Draft,6.0,Leonard Unger,1.0,,,Robert McCloskey,1.0,Oct,2.0,Jack,1.0,Tab B,1.0,Leonard Unger,4.0,Katzenbach Memorandum,1.0,Krulak,4.0,Wheeler,1.0,USA1D,1.0,,,,,,,Reasomer,5.0,M. Hoppenot,1.0,Cfflou luk3uo.rii1,1.0,Fillet,1.0,Gernkany,1.0,Churchill,2,D. C.,1.0,Encourago,1.0,Fii,1.0,Health Sarvicsss,1.0,PETER,2.0,Flo Chi Minh,1.0,Johnson,24.0,Paul VI,1.0,Mao,2.0,Heyward Isham,1.0
137,,,,,John Robinson Beal,1.0,Khrushchev,1.0,,,,,Prince Buu Loc,1.0,J.B. 060650,1.0,Dong,2.0,Nha Trang,1.0,,,MACV J-3,1.0,,,Ngo,12.0,McGcorge Bundy,1.0,c. VNAF,1.0,Plaine,2.0,Revised Draft Summary,1.0,Lester Pearson,3.0,,,Robert Shaplen,1.0,Oct 1967,1.0,Jiit-hon.g,1.0,Tab C,2.0,Level,1.0,Kennedy,6.0,Krulaks,1.0,Withall,1.0,Ung,1.0,,,,,,,Reasomer D-53,1.0,M. Massigli,1.0,Cha French-Bao Da.t?f,1.0,Finletter,1.0,GoVernments,1.0,Ci,2,"D. C. """,1.0,Erichsen-Brown,2.0,Fitagerald USIA,1.0,Hilsman,11.0,Parliamentarian J. DUHAMEL,1.0,Frank Sieverts,1.0,Johnson Puts Everything,1.0,Peter,2.0,Marigold 2367,2.0,His Holiness,1.0
138,,,,,John W. Lewis,1.0,L.,1.0,,,,,Quat,10.0,J.B. 07,1.0,Dong Xoai,1.0,Nhu,4.0,,,Mao,1.0,,,Ngo Dinh Dien,2.0,McGeorge Bundy,10.0,ea,1.0,Premiership,1.0,Revises Er-H,1.0,Liaison Section,1.0,,,Rovzan,1.0,P. Bundy,1.0,Jim Lucas,2.0,Tab D,2.0,Lodge,13.0,Kep,2.0,Ky,10.0,Young Turk,3.0,VC,12.0,,,,,,,Reasomer Gentlemen,1.0,Marshal Stalin,4.0,Change Beparfnwni,1.0,Flo Cni Minh,1.0,Ground Forccs,1.0,Ci M,1,D. C. ',1.0,Est,6.0,FlcMamara,1.0,Hilsman Fir,1.0,Pathet Lao,1.0,Front,2.0,Johnsons,3.0,Pham Van Dong,12.0,Marigold H1366,1.0,Ho,23.0
139,,,,,John W. O'Daniel,1.0,Laniel,9.0,,,,,Raphael-Leygues,1.0,J.B. 071550 THE,1.0,Dooley,1.0,Nixon,1.0,,,Mar,2.0,,,Ngo Dinh Thuc,2.0,McGeorge Bundy Memo,1.0,et.al,1.0,Prince Souphanouvang,2.0,Robel Johnson,1.0,Lindsay Grant,1.0,,,SINCE ARRIVING HOME,1.0,PHASE II,1.0,John McNaughton,4.0,Tab E,2.0,Lunch,1.0,Khe Sanh,5.0,Ky-Vien,1.0,Young Turks,1.0,Vien,3.0,,,,,,,Reston,1.0,Marshal Stalin.39,1.0,Charge,1.0,Fmch ro-sista,1.0,Ground Forces,1.0,Classification H88,1,D. C. 20301,1.0,Evcnts,1.0,Fluec,1.0,Hilsman Research Memorandum,1.0,Paul Martin,1.0,Fulbright,3.0,Joseph W. Scott,1.0,Pham Van Dong's,1.0,McNamara,1.0,Ho Chi Minh,5.0
140,,,,,Joseph,1.0,Lao,1.0,,,,,Rene Pleven,1.0,J.B. 092051 DE LATTRE WENT TO,1.0,Douglas,2.0,Noltings,1.0,,,Maxwell D.,1.0,,,Nguyen Dinh Thuan,2.0,McGeorge Bundy Memorandum,1.0,the U. S.,1.0,ROBERT S. McNAMARA,1.0,Robert Johnson,1.0,Lyndon B. Johnson,2.0,,,SecDef,1.0,PROVEN SUCCESSFUL,1.0,John McNaughtons,1.0,Tab F,1.0,Luns,1.0,Kien An,1.0,L.,1.0,Zorthian,1.0,Viet Cong,1.0,,,,,,,Richard Rovere,1.0,Marslytl Petain,1.0,Charge lo,1.0,Fob,1.0,Guerrilla Warfare,1.0,Cld Rssata,1,D. C. 3.c,1.0,Executive Socretary,1.0,Followingon-the-,1.0,Hilsraan,1.0,Paul VI,2.0,G S S,1.0,Junewas,1.0,Pham Van Dongs,2.0,Memorandum,1.0,Hu,1.0
141,,,,,Joseph Buttinger,2.0,Lewis The United States,1.0,,,,,Rhee,1.0,J.B. 100854,1.0,Douglas Pike,3.0,Oct,1.0,,,Maxwell D. Taylor,1.0,,,Nguyen Dinh Thum,2.0,McNamara,58.0,the Viet Cong,1.0,Rantzkok Embassies,1.0,Robert Johnson memorandum,2.0,Lyndon Johnson,1.0,,,Sharp,4.0,Papers,5.0,John T. McNaughton,1.0,Tab G,1.0,Lyndon B. Johnson Memorandum,1.0,Ko,1.0,Lansdales,1.0,b. Draft,1.0,Vietnamese Compliance More,1.0,,,,,,,Robert J. McCloskey,1.0,McCloy,1.0,Charles E. Bohlen,1.0,Foreword,1.0,HAAG,1.0,Co-SCCMo,1,D. C. INTERNATlONd.sECURITY AFFAIRS,1.0,"F. W. Boye, Jr.",1.0,Force,1.0,Ho,4.0,Paul VTs AppealDecember jg,1.0,GNER,1.0,Kay,1.0,Phase A. After,1.0,Michael Palliser,1.0,Huang Van Lo,1.0
142,,,,,Joseph Laniel Le Drame Indochinois De Dien Bien,1.0,Li K'o-nung,1.0,,,,,Robert,1.0,J.B. 102655,1.0,Douglas Pike Viet Cong,1.0,Pathet Lao,2.0,,,Maxwell Taylor,1.0,,,Nhu,131.0,McNamara Memo,1.0,westmoreland,2.0,Richard B. Johnson,1.0,Robert Johnson's,1.0,Mai Van Bo,5.0,,,Song Be,1.0,Phan Rang,1.0,Johnny Apples,1.0,Tab H,1.0,Mansfield,2.0,Ko Iac,1.0,Lathram,2.0,bin South,1.0,Vil,1.0,,,,,,,Robert McNamara,1.0,Memorandum,34.0,Chi,3.0,Foster,1.0,HAAG Indochina,1.0,CoTomnist Chineae,1,D. C. November 24c 1954,1.0,FVS-5OO7)1313 Tvmnnrw,1.0,Foreword,1.0,Ho chi Minh,1.0,Pearson,1.0,Gbvem,1.0,Kennedy,3.0,Phase B.,1.0,Michael Stewart,5.0,Hubert de Besche,1.0
143,,,,,Kahin,1.0,Livingston Merchant,1.0,,,,,Robert Shaplen,1.0,J.B. 53,1.0,Douglas Pike's,3.0,Paul Nitze,1.0,,,Mc,1.0,,,Nhus,36.0,McNamara Report,1.0,william Bundy,5.0,Richard D. Nooks,1.0,Roem,1.0,Maren 8,1.0,,,TAYLOR,2.0,Phase,1.0,Johnson,13.0,Taylor,11.0,Map,1.0,Komar,1.0,Leon Goure,1.0,c.,1.0,Vincent Puritano,2.0,,,,,,,Robert S. McNamara,3.0,Miulagascnr,1.0,Chi CoEuniea,1.0,Fr,6.0,HaVarre,1.0,Cognys,1,D. C. vX gt J,1.0,Financial Appendix,1.0,Forrestal,1.0,Hoa Hao,1.0,Peter,2.0,Gcorge Christian,1.0,Kennedys,1.0,Phase B. Vie,1.0,Minister,1.0,I.,1.0
144,,,,,Kennedy,3.0,Lose Relevance,2.0,,,,,Robertson,2.0,J.B. DRAGON,11.0,Douglas Pikes,1.0,Philip,1.0,,,McCARR,1.0,,,Nolting,2.0,McNamara demurs,1.0,william Bundy Memorandum Called,1.0,Richard FL Bncino,1.0,Rostovs,2.0,Martin,2.0,,,Taylor,91.0,Phase II,4.0,Johnsons,1.0,Tet,5.0,Mar,9.0,Komer,1.0,Leonard Marks,1.0,nam,1.0,Vincent Puritano memorandum,1.0,,,,,,,Robert S. McNamaras,1.0,Moffat,1.0,Chi Comle,1.0,Francestole,1.0,Haiphong Tourane Afld,1.0,Cognys Headquarters,1,D. Strong,1.0,Foley The United States,1.0,Frank Eland,1.0,Hoa Hao Social Democratic Party,1.0,Pham,1.0,Gdvem,1.0,Khanh,1.0,Phuc Yen POL Stor,1.0,Moscows,1.0,Icherbakov,1.0
145,,,,,Laniel,8.0,M. Dong,1.0,,,,,Rtul Ely,1.0,JACQUES,2.0,Draft Memorandum,1.0,Phoumi,4.0,,,McGarr,3.0,,,Nove,2.0,McNamara-Taylor,1.0,william Sullivan,1.0,Robert Manning,1.0,Ruck,1.0,Maxwell Taylor,2.0,,,Taylor qualifications15,1.0,Phase II-A,1.0,Joint Communique,1.0,Thieu,7.0,Marcos,1.0,Kosygin,2.0,Leonard Unger,2.0,refresher,1.0,Violence Explodes,2.0,,,,,,,Robert Shaplen,1.0,Mountbatten,7.0,Chi Minh,8.0,Franco,3.0,Hcdid,1.0,Coinmuni,1,DELAY,1.0,Free,1.0,Free,1.0,Hoang Van Lac,1.0,Pham Van Dang,1.0,Genera,1.0,Khanh Govt,1.0,Podgorny,4.0,Murray,8.0,Idle Sanh,1.0
146,,,,,Leon Pignon,1.0,Majesty Bao Dai,1.0,,,,,Saigon Msg,1.0,JACQUES VICINITY,1.0,Duan First Secretory,1.0,Phoumi Nosavan,1.0,,,McGarrs,2.0,,,Pham Dang Lam,2.0,McNamara-Taylor Mission McNamara-Taylor,1.0,xiv Sensitive,1.0,Robert Manning memorandum,1.0,Rus,1.0,McCone,1.0,,,Thanh Phu,2.0,Phase III,1.0,Jolin McNaughton,1.0,Thua Thien,1.0,Marshal Ky's,1.0,Ky,2.0,Locke,1.0,thc Khanh Government,1.0,Volney,1.0,,,,,,,Roosevelt,1.0,Murphy,2.0,Chi Minh requc.-ls USA,1.0,Franeh,1.0,Hcwcvcr,1.0,Colcnel Brohan,1,DISCUSSION I.,1.0,Free Viet Nam,10.0,Frisco Jolmny San Juan,1.0,Holrno,1.0,Pham Van Dong,11.0,Geneva Agreements,2.0,Klaus,1.0,Pole,3.0,Murrays,1.0,Iw Iw After,1.0
147,,,,,Lesser,1.0,Malenkov,2.0,,,,,Saigon Msg 3343,1.0,JAMES RESTON,1.0,Duan Le Duan,1.0,Phuoc Hhanh,1.0,,,McGeorge Bundy,1.0,,,Phan Huy Quat,2.0,McNamara-Taylor Trip Report,1.0,,,Robert S. McNamara,1.0,Rusk,33.0,McConnell,10.0,,,Thanh Phu District,1.0,Phase IIIIf,1.0,Katzen-bach,1.0,Tri Quang,1.0,Maxwell D. Taylor,1.0,Leonard H. Marks,1.0,Lodge,88.0,the Dai Viet,1.0,Walt,4.0,,,,,,,Ruge,1.0,NWD Dale 2011,1.0,Chi Ninh,1.0,Frcnch Govt,1.0,Heath,3.0,Colonel de Brebisslon,1,DO,1.0,Free Viet-Nam,4.0,G'nnpr indnstrie,1.0,House Memorandum,1.0,Pham Van Dong's,1.0,Geneva Conference,1.0,Kohler,3.0,Policeman,1.0,NND 63.316,1.0,Iyndon B. Johnson,1.0
148,,,,,Letourneau,1.0,Maurice Dejean,1.0,,,,,Saigon Msg 5145,1.0,JCS,11.0,Dulles,7.0,Phuoc Thanh,2.0,,,McNamara,58.0,,,Phascd,2.0,McNamara-Taylor see Khanh Prior,1.0,,,Roger N. Bergland,1.0,Russell,1.0,McGeorge Bundy,20.0,,,The Viet Cong,2.0,Phu Yen,3.0,Katzenbach,22.0,Truman,1.0,Maxwell D. Taylor Memorandum,1.0,Leonard Marks,1.0,Lodge 45,1.0,the Dien Huang,1.0,Westmoreland,8.0,,,,,,,Rusk,70.0,NWD Dale 2011 '',1.0,Chiang Kai-shek's,1.0,French GoVt,1.0,Heath Letter,1.0,Comeback,1,DOD Memorandum,1.0,Frencn,1.0,G.,2.0,Hue,1.0,Podgorny,1.0,Genevaagreementswhileunl,1.0,Kornienko,2.0,Pope,21.0,NWD Dale 2011,2.0,J. C. S. Oberg,1.0
149,,,,,Lewis,1.0,May Smith,1.0,,,,,Saigon Msg 5969,1.0,JCS ELABORATED ON,1.0,Duong Van Minh,5.0,Phuoc Thanh Province,1.0,,,McNamara saw,1.0,,,Phillips,4.0,McNamaras,3.0,,,Rostov,5.0,Saigon Bnbnrsy,1.0,McGeorge Bundy Memorandum,1.0,,,Thua Thien,1.0,Phuc Yen,1.0,Katzenbachs,2.0,VC,14.0,Maxwell Taylor,3.0,Leos,1.0,Lodge BEGIN TEXT,1.0,the Khanh-Taylor,1.0,William Sullivan,1.0,,,,,,,Rusk Back,1.0,Nickerson,1.0,Chianji Kai-shek's,1.0,French Govt,5.0,Heath Memorandum,1.0,Communist Chin,1,DOtID An,1.0,G.,1.0,G. Edward Reynolds,1.0,Huo,1.0,Pope,7.0,George Ball,2.0,Kreisberg,1.0,Pope Paul,1.0,NWD Dale 2011 Kt,1.0,J.2767,1.0
